"actor","tconst","primaryTitle","startYear","decade","genres","averageRating"
"Mark Sproston","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"David Lee","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Emma Sear","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Peter Marfleet","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Michelle Jolly","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Megan Sear","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Alisha's Attic","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Vanessa Pratt","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Marc Nelson","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Abby Ford","tt0171865","Wonderland",1999,"1990s","Drama",7.1
"Alison Claire","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Josie Gammell","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Lew Herman","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Mary Kay Place","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Drucie McDaniel","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Gloria Barnhart","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Michael R. Rabanera","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Joe Gerety","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Janet Greer","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Richard Hayman","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Rita Savagnone","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Alessandro Rossi","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"John Lumia","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Jonathan Martin Spirk","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Sally Bowman","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Marilyn Spanier","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Maria Pia Di Meo","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Rebecca Derrick","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Angela Bettis","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Richard Domeier","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Christian Monroe","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Bobby Waldron","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"John Kirkman","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Eleonora De Angelis","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Christina Myers","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Marilyn Brett","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Rossella Acerbo","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Merrilee Rush","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Winona Ryder","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Christopher Grimaldi","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Joanna Kerns","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Linda Gilvear","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"David Scott Taylor","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Micaela Esdra","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Katie Rimmer","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Travis Fine","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Allen Strange","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Steve Altes","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Spencer Gates","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
"Wiener Sängerknaben","tt0172493","Girl, Interrupted",1999,"1990s","Biography,Drama",7.3
